#separator:tab
#html:true
#tags column:3
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">Which programs can be used to open and edit CSV files?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Notepad</li><li>Microsoft Excel</li><li>Adobe Photoshop</li><li>Libre Office Calc</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Notepad, Microsoft Excel, Libre Office Calc</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">What can be used to define custom data types in XML Schema?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>xs:simpleType</li><li>xs:attribute</li><li>xs:element</li><li>xs:complexType</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> xs:simpleType, xs:complexType</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">Which of the following elements can be used inside xs:restriction to restrict the value of elements and attributes?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>xs:minLenght</li><li>xs:maxLenght</li><li>xs:enumeration</li><li>xs:pattern</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> xs:enumeration, xs:pattern</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">HTTP & REST APIs</div><div class="anki-q-title">Which of the following statement about the HTTP protocol is true?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>HTTP is the primary protocol of the internet.</li><li>HTTP is a protocol for transferring data between a client and a server.</li><li>HTTP is the leading protocol for the World Wide Web.</li><li>HTTP is a protocol for transferring data to a database.</li><li>HTTP is a protocol for transferring data between a client and a server</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> HTTP is a protocol for transferring data between a client and a server., HTTP is a protocol for transferring data between a client and a server</div></div>	Markup_Exam http__rest_apis
<div class="anki-card"><div class="anki-category">JSON & Schema</div><div class="anki-q-title">In JSON, which data type cannot be used?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Date</li><li>float</li><li>string</li><li>boolean</li><li>null</li><li>date</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Date, date</div></div>	Markup_Exam json__schema
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">XML can be?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>strict, well-balanced</li><li>valid, well-balanced</li><li>well-formed, strict</li><li>valid, well-formed</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> valid, well-formed</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XPath & XQuery</div><div class="anki-q-title">Which of the following technologies can use XPath expressions?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>XPointer</li><li>XSLT</li><li>XML Schema</li><li>XQuery</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> XPointer, XSLT, XQuery</div></div>	Markup_Exam xpath__xquery
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What is the true about XML namespaces?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>XML namespaces limit the validity of an XML schema.</li><li>XML namespaces prevent conflicts between element and attribute names in an XML document.</li><li>XML namespaces group XML elements into logical blocks.</li><li>XML namespaces define shortcuts for elements and attributes.</li><li>XML namespaces prevent conflicts between element and attribute names in an XML document</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> XML namespaces prevent conflicts between element and attribute names in an XML document., XML namespaces prevent conflicts between element and attribute names in an XML document</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">Which attribute is used to define a CSS file in HTML5?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>src</li><li>href</li><li>url</li><li>path</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> href</div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">What does xs:simpleType allow you to define?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Custom data type based on an existing simple data type.</li><li>Element containing child elements.</li><li>Attribute with multiple values.</li><li>Elements with attributes and child elements.</li><li>Custom data type based on an existing simple data type</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Custom data type based on an existing simple data type., Custom data type based on an existing simple data type</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">What can be defines using xs:complexType in XML Schema?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Restrictions on the values of elements.</li><li>Elements with nested child elements.</li><li>Elements with attributes.</li><li>Custom data type based on an existing complex data type.</li><li>Custom data type based on an existing complex data type</li><li>Elements with nested child elements (if only one then this one)</li><li>Elements with attributes</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Elements with attributes., Custom data type based on an existing complex data type., Custom data type based on an existing complex data type, Elements with nested child elements (if only one then this one), Elements with attributes</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">Which of the following HTML5 elements are used for semantic tagging of content?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li><footer></li><li><header></li><li><aside></li><li><span></li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> <footer>, <header>, <aside></div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">Which organization is responsible for specifying XML?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Institute of Electrical and Electronics Engineers (IEEE)</li><li>World Wide Web Consortium (W3C)</li><li>Internet Engineering Task Force (IETF)</li><li>International Organization for Standardization (ISO)</li><li>W3C</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> World Wide Web Consortium (W3C), W3C</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What is true about a valid XML document?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>XML attributes must have a value.</li><li>A valid XML document complies with requirements defined by an XML schema or DTD.</li><li>A valid XML document is always well-formed.</li><li>A valid XML document does not need to have a root element.</li><li>A valid XML document complies with requirements defined by an XML schema or DTD</li><li>A valid XML document is always well-formed</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> A valid XML document complies with requirements defined by an XML schema or DTD., A valid XML document is always well-formed., A valid XML document complies with requirements defined by an XML schema or DTD, A valid XML document is always well-formed</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What format is used for SVG files?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>CSV</li><li>XML</li><li>Binary</li><li>JSON</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> XML</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XSLT Transformations</div><div class="anki-q-title">Which languages are used for addressing nodes in XSLT, among other things?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>XPath</li><li>XAddress</li><li>XQuery</li><li>XLink</li><li>Xpath</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> XPath, Xpath</div></div>	Markup_Exam xslt_transformations
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">What is the main purpose of XSD design patterns?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Creating a consistent and maintainable structure for XML Schema;</li><li>Creating a consistent and maintainable structure for XML Schema</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Creating a consistent and maintainable structure for XML Schema;, Creating a consistent and maintainable structure for XML Schema</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What are the purposes of using XML?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a. For defining the structure of documents</li><li>b. For defining custom markup languages</li><li>c. For transferring data between different applications and systems;</li><li>for defining the structue of documents</li><li>for defining custom markup languages</li><li>for transferring data between different aplications and systems</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> b. For defining custom markup languages, for defining the structue of documents, for defining custom markup languages, for transferring data between different aplications and systems</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XML Schema (XSD)</div><div class="anki-q-title">Which of the following elements are used to apply restrictions on numeric values of elements and attributes within xs:restriction?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a. xs:maxInclusive</li><li>b. xs:minInclusive</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a. xs:maxInclusive, b. xs:minInclusive</div></div>	Markup_Exam xml_schema_xsd
<div class="anki-card"><div class="anki-category">XPath & XQuery</div><div class="anki-q-title">What is the symbol for the root tag in Xpath? /?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>/</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> /</div></div>	Markup_Exam xpath__xquery
<div class="anki-card"><div class="anki-category">JSON & Schema</div><div class="anki-q-title">What data types are supported in JSON?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Null</li><li>b.Number</li><li>c.String</li><li>d.Boolean;</li><li>Null</li><li>Number</li><li>String</li><li>Boolean</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Null, b.Number, c.String, d.Boolean;, Null, Number, String, Boolean</div></div>	Markup_Exam json__schema
<div class="anki-card"><div class="anki-category">HTTP & REST APIs</div><div class="anki-q-title">Which of the following principles of REST architecture are correct?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Cachability</li><li>b.Client-Server Interface</li><li>c.Unified Interface</li><li>d.Statelessness</li><li>Cachability</li><li>Client-Server interface</li><li>Unified Interface</li><li>Statelesness</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Cachability, b.Client-Server Interface, c.Unified Interface, Cachability, Client-Server interface, Unified Interface, Statelesness</div></div>	Markup_Exam http__rest_apis
<div class="anki-card"><div class="anki-category">XSLT Transformations</div><div class="anki-q-title">What can be the output of an XSLT transformation?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.XML</li><li>b.CSS</li><li>c.HTML</li><li>d.JSON</li><li>XML</li><li>CSS</li><li>HTML</li><li>JSON (questionable)</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.XML, b.CSS, c.HTML, XML, CSS, HTML, JSON (questionable)</div></div>	Markup_Exam xslt_transformations
<div class="anki-card"><div class="anki-category">JSON & Schema</div><div class="anki-q-title">How is an empty array written in JSON?  [] {} ("")?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>[]</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> []</div></div>	Markup_Exam json__schema
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">What are the advantages of CSV format?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Universality</li><li>b.Space efficiency</li><li>c.Simple syntax</li><li>Universality</li><li>Space efficiency</li><li>Simple syntax</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Universality, b.Space efficiency, c.Simple syntax, Universality, Space efficiency, Simple syntax</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">Which characters are commonly used as delimiters in CSV files?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Tabs</li><li>b.Commas</li><li>Tabs</li><li>Commas</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Tabs, b.Commas, Tabs, Commas</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">What are the benefits of semantics and structured data on web pages?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Improved display of search results</li><li>b.Better indexing for search engines</li><li>c.Improved accessibility for reading devices</li><li>Improved display of search results</li><li>Better indexing for search engines</li><li>Improved accessibility for reading devices</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Improved display of search results, b.Better indexing for search engines, c.Improved accessibility for reading devices, Improved display of search results, Better indexing for search engines, Improved accessibility for reading devices</div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">JSON & Schema</div><div class="anki-q-title">What basic structures are supported in JSON?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Object</li><li>b.Array</li><li>Object</li><li>Array</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Object, b.Array, Object, Array</div></div>	Markup_Exam json__schema
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What rules apply to XML element names?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>a.Element names can include colons when using a namespace</li><li>b.Element names can include hyphens, underscores, and periods</li><li>c.Element names can include spaces</li><li>d.Element names must not start with a number</li><li>Element names can include colons when using a namespace</li><li>Element names can include hyphens, underscores, and periods</li><li>Element names must not start with a number</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> a.Element names can include colons when using a namespace, b.Element names can include hyphens, underscores, and periods, d.Element names must not start with a number, Element names can include colons when using a namespace, Element names can include hyphens, underscores, and periods, Element names must not start with a number</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">HTTP & REST APIs</div><div class="anki-q-title">Which HTTP status code signifies an Internal Server Error?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>301</li><li>500</li><li>200</li><li>204</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> 500</div></div>	Markup_Exam http__rest_apis
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">Ordered list in HTML5 (1 )?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li><unnumberedlist></li><li><numberedlist></li><li><li></li><li><ol></li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> <ol></div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What must have a well formed XML document contain (1)?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>… Exactly one root element</li><li>… DTD declaration at least one</li><li>unlimited number</li><li>two root elements</li><li>... Exactly one root element</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> … Exactly one root element, ... Exactly one root element</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">XML was created by</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>sgml increasing</li><li>simplifying SGML</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> simplifying SGML</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">XML is a?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>W3C recommendation</li><li>ISO standard</li><li>de jure standard</li><li>ANSI recommendation</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> W3C recommendation</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">JSON & Schema</div><div class="anki-q-title">Which keyword is used to restrict the maximum number of properties in a JSON Schema?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>maxProperties</li><li>maxItems</li><li>maximum</li><li>maxLength</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> maxProperties</div></div>	Markup_Exam json__schema
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">Which of the following statements about XML attributes are true?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>can be listed in any order</li><li>enclosed in single or double quotes</li><li>must have a value</li><li>can have multiple values</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> can be listed in any order, enclosed in single or double quotes, must have a value</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">HTTP & REST APIs</div><div class="anki-q-title">Which of the following HTTP status codes represent a successful communication?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>200 ok</li><li>201 created</li><li>204 No Content</li><li>404 error</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> 200 ok, 201 created, 204 No Content</div></div>	Markup_Exam http__rest_apis
<div class="anki-card"><div class="anki-category">HTTP & REST APIs</div><div class="anki-q-title">advantages Web sockets over Traditional HTTP protocol</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Biderectional communication</li><li>Bidirectional communication</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Bidirectional communication</div></div>	Markup_Exam http__rest_apis
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">Which of the following are current HTML standards?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>HTML 5</li><li>HTML 4.01</li><li>HTML 5.5</li><li>HTML 1.0</li><li>HTML 3.4</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> HTML 5, HTML 4.01</div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">XML Basics</div><div class="anki-q-title">What type of graphics does SVG represent?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Vector Graphics</li><li>Raster Graphics</li><li>Bitmap Graphics</li><li>3D Graphics</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Vector Graphics</div></div>	Markup_Exam xml_basics
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">What is the primary purpose of TeX?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Language for publishing and scientific publications that require a precise layout</li><li>For data exchange</li><li>For creating web animations</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Language for publishing and scientific publications that require a precise layout</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">What is TeX?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Language for creating professional text documents</li><li>A database system</li><li>A programming compiler</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Language for creating professional text documents</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">HTML5 microdata specific elements and attributes</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>itemtype</li><li>itemscope</li><li>vocap</li><li>pulfi</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> itemtype, itemscope</div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">What is the correct DOCTYPE declaration for HTML5?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li><!DOCTYPE html></li><li><!DOCTYPE xml></li><li><DOCTYPE html></li><li><DOCTYPE xml></li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> <!DOCTYPE html></div></div>	Markup_Exam html__semantics
<div class="anki-card"><div class="anki-category">CSV & Other Formats</div><div class="anki-q-title">Which of the following are true properties of CSV files?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>Can be enclosed in quotes</li><li>Can be without quotes</li><li>Must be in quotes</li><li>Mustn't be in quotes</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> Can be enclosed in quotes, Can be without quotes</div></div>	Markup_Exam csv__other_formats
<div class="anki-card"><div class="anki-category">HTML & Semantics</div><div class="anki-q-title">Which element is used to define navigation links in HTML5?</div><div class="anki-desc"><ul style='margin-top:5px;padding-left:20px;text-align:left;'><li>nav</li><li>section</li><li>menu</li><li>dl</li></ul></div></div>	<div class="anki-card-back"><div class="anki-ans"><strong>Correct Answer(s):</strong> nav</div></div>	Markup_Exam html__semantics
